failure_code,failure_id,failure_name,category,finding_classification,controllability,cpcs_surface,required_change_or_effect
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,verification_plan,"[""metric_audio_event_alignment"",""metric_event_graph_agreement"",""metric_role_assignment_accuracy""]"
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
J03,failure://audio and evaluator/sound_hallucination_omission_or_wrong_source/j03,"Sound hallucination, omission, or wrong source",Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_postproduction,experiment_registry,Register matched ablations for J03 with raw artifacts and immutable manifests.
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,profile_routing,Route to the Audio and evaluator risk profile and provider capability filter.
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,canonical_score,"[""verification_requirements"",""evidence_trace"",""repair_plan"",""warnings""]"
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,verification_plan,"[""metric_evaluator_disagreement"",""metric_observability_coverage"",""metric_contact_distance"",""metric_event_graph_agreement""]"
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
J04,failure://audio and evaluator/vlm_misses_fast_action_or_invents_contact/j04,VLM misses fast action or invents contact,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,experiment_registry,Register matched ablations for J04 with raw artifacts and immutable manifests.
J05,failure://audio and evaluator/tracker_identity_swap_or_occlusion_loss/j05,Tracker identity swap or occlusion loss,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
J05,failure://audio and evaluator/tracker_identity_swap_or_occlusion_loss/j05,Tracker identity swap or occlusion loss,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,profile_routing,Route to the Audio and evaluator risk profile and provider capability filter.
J05,failure://audio and evaluator/tracker_identity_swap_or_occlusion_loss/j05,Tracker identity swap or occlusion loss,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,canonical_score,"[""verification_requirements"",""continuity.visibility_intervals"",""evidence_trace"",""repair_plan""]"
J05,failure://audio and evaluator/tracker_identity_swap_or_occlusion_loss/j05,Tracker identity swap or occlusion loss,Audio and evaluator,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",currently_unreliable_or_unsupported,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
